mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	-3	4/4	1	0	4	firstMeasure					2
2	2	-3	4/4	1	0	4						3
3	3	-3	4/4	1	0	4						4
4	4	-3	4/4	1	0	4						5
5	5	-3	4/4	1	0	4						6
6	6	-3	4/4	1	0	4						7
7	7	-3	4/4	1	0	4						8
8	8	-3	4/4	1	0	4						9
9	9	-3	4/4	1	0	4						10
10	10	-3	4/4	1	0	4						11
11	11	-3	4/4	1	0	4						12
12	12	-3	4/4	1	0	4						13
13	13	-3	4/4	1	0	3						14
14	14	-3	4/4	1	0	3						15
15	15	-3	4/4	1	0	3						16
16	16	-3	4/4	1	0	3						17
17	17	-3	4/4	1	0	3						18
18	18	-3	4/4	1	0	3						19
19	19	-3	4/4	1	0	4						20
20	20	-3	4/4	1	0	4						21
21	21	-3	4/4	1	0	4						22
22	22	-3	4/4	1	0	4						23
23	23	-3	4/4	1	0	4						24
24	24	-3	4/4	1	0	4						25
25	25	-3	4/4	1	0	4						26
26	26	-3	4/4	1	0	3						27
27	27	-3	4/4	1	0	4						28
28	28	-3	4/4	1	0	3						29
29	29	-3	4/4	1	0	3						30
30	30	-3	4/4	1	0	3						31
31	31	-3	4/4	1	0	3						32
32	32	-3	4/4	1	0	3	lastMeasure		end			-1
